text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"wie man belohnt wird, wenn man sich dafür einsetzt, dass die welt noch kaputter geht als sie jetzt schon ist, werde… https://t.co/jZZEnEuNoy",FALSE,0,,2021-06-03T10:49:09Z,TRUE,,1400404179907186688,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ixistenz,0,FALSE,FALSE,,
RT @KlimaBasel2030: Keine Zeit für Klima und so? Manchmal ist eben ein Kreuz an der richtigen Stelle schon viel wert.  #JACO2Gesetz Fertig…,FALSE,0,,2021-06-03T19:29:43Z,FALSE,,1400535184345341952,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",baselbautzukun1,2,TRUE,FALSE,,
Keine Zeit für Klima und so? Manchmal ist eben ein Kreuz an der richtigen Stelle schon viel wert.  #JACO2Gesetz Fer… https://t.co/iH5dueVHcu,FALSE,8,,2021-06-03T16:14:42Z,TRUE,,1400486106194448385,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KlimaBasel2030,2,FALSE,FALSE,,
"@MathysRoland @cwasi Offenbar gehts dem Wasi nicht um Liberal, denn das Gesetzt beinhaltet sozusagen die liberale U… https://t.co/c9miPvRPTP",FALSE,6,MathysRoland,2021-06-03T13:44:18Z,TRUE,1400387659239993346,1400448259164831761,350042031,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Beat05244638,0,FALSE,FALSE,,
"RT @tdhschweiz: Nehmen wir es sportlich, wir sind in der Zielgeraden für den 13. Juni und können mit vereinten zivilgesellschaftlichen Kräf…",FALSE,0,,2021-06-03T04:33:48Z,FALSE,,1400309720620187649,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",henry_both,2,TRUE,FALSE,,
RT @KlimaBasel2030: Wieviele deiner Freund*innen kannst du für ein ‚Ja!‘ mobilisieren? #Challenge #JACO2Gesetz,FALSE,0,,2021-06-02T20:22:51Z,FALSE,,1400186168151523328,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EvaSpehn,1,TRUE,FALSE,,
"Hast du schon abgestimmt?🗳️
#jaco2gesetz @JaCO2Gesetz",FALSE,1,,2021-06-02T13:48:11Z,FALSE,,1400086845690626055,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",WWF_Schweiz,0,FALSE,FALSE,,
"RT @tdhschweiz: Nehmen wir es sportlich, wir sind in der Zielgeraden für den 13. Juni und können mit vereinten zivilgesellschaftlichen Kräf…",FALSE,0,,2021-06-02T10:20:24Z,FALSE,,1400034555508240385,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chris_luethi,2,TRUE,FALSE,,
Wieviele deiner Freund*innen kannst du für ein ‚Ja!‘ mobilisieren? #Challenge #JACO2Gesetz https://t.co/yO08NkXkgz,FALSE,5,,2021-06-02T10:20:02Z,FALSE,,1400034464663846912,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KlimaBasel2030,1,FALSE,FALSE,,
"Nehmen wir es sportlich, wir sind in der Zielgeraden für den 13. Juni und können mit vereinten zivilgesellschaftlic… https://t.co/35AjeHvJaS",FALSE,8,,2021-06-02T09:42:41Z,TRUE,,1400025064838475778,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",tdhschweiz,2,FALSE,FALSE,,
"RT @alpeninitiative: «In Guttannen ist exemplarisch für den Alpenraum zu sehen, dass der #Klimawandel und die Folgen davon folgenschwere Ko…",FALSE,0,,2021-06-02T07:54:34Z,FALSE,,1399997858640760832,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",brassel_jo,2,TRUE,FALSE,,
Grund Nr. 664 für das #CO2Gesetz: Mit der Förderung von #eMobilität nimmt der Verkehrslärm ab! Bei tiefen Geschwind… https://t.co/AZbdYPeGMx,FALSE,14,,2021-06-02T07:30:00Z,TRUE,,1399991673929682950,,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",verkehrsclub,0,FALSE,FALSE,,
"RT @meyer_mattea: ""Das beste Geschäftsmodell überhaupt ist die Rettung der Welt. Das CO2 Gesetz ist der nächste Schritt. Logisch."" 
Der Unt…",FALSE,0,,2021-06-01T20:47:52Z,FALSE,,1399830077018357768,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dana_Mei,7,TRUE,FALSE,,
"RT @meyer_mattea: ""Das beste Geschäftsmodell überhaupt ist die Rettung der Welt. Das CO2 Gesetz ist der nächste Schritt. Logisch."" 
Der Unt…",FALSE,0,,2021-06-01T12:22:33Z,FALSE,,1399702910452355079,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Carsten_Ka,7,TRUE,FALSE,,
"RT @alpeninitiative: «In Guttannen ist exemplarisch für den Alpenraum zu sehen, dass der #Klimawandel und die Folgen davon folgenschwere Ko…",FALSE,0,,2021-06-01T10:28:42Z,FALSE,,1399674259832721416,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",janick_klossner,2,TRUE,FALSE,,
"RT @meyer_mattea: ""Das beste Geschäftsmodell überhaupt ist die Rettung der Welt. Das CO2 Gesetz ist der nächste Schritt. Logisch."" 
Der Unt…",FALSE,0,,2021-06-01T09:11:18Z,FALSE,,1399654778632867843,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AndreaSchaelch1,7,TRUE,FALSE,,
"RT @meyer_mattea: ""Das beste Geschäftsmodell überhaupt ist die Rettung der Welt. Das CO2 Gesetz ist der nächste Schritt. Logisch."" 
Der Unt…",FALSE,0,,2021-06-01T07:20:04Z,FALSE,,1399626786435178496,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TSchmidhofer,7,TRUE,FALSE,,
"«In Guttannen ist exemplarisch für den Alpenraum zu sehen, dass der #Klimawandel und die Folgen davon folgenschwere… https://t.co/pLtlQf9Taz",FALSE,7,,2021-06-01T05:53:24Z,TRUE,,1399604977191034883,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",alpeninitiative,2,FALSE,FALSE,,
"RT @meyer_mattea: ""Das beste Geschäftsmodell überhaupt ist die Rettung der Welt. Das CO2 Gesetz ist der nächste Schritt. Logisch."" 
Der Unt…",FALSE,0,,2021-06-01T04:45:59Z,FALSE,,1399588010375757825,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DominikNoCovid,7,TRUE,FALSE,,
"RT @meyer_mattea: ""Das beste Geschäftsmodell überhaupt ist die Rettung der Welt. Das CO2 Gesetz ist der nächste Schritt. Logisch."" 
Der Unt…",FALSE,0,,2021-05-31T22:37:50Z,FALSE,,1399495364781223939,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stwaho,7,TRUE,FALSE,,
"RT @Solarlobby: Die #TagederSonne machen ihrem Namen alle Ehre! Es braucht mehr Fotovoltaik auf Dächern und Fassaden, wenn wir die #Energie…",FALSE,0,,2021-05-31T19:46:49Z,FALSE,,1399452323160723459,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FreiChrigel,1,TRUE,FALSE,,
"""Das beste Geschäftsmodell überhaupt ist die Rettung der Welt. Das CO2 Gesetz ist der nächste Schritt. Logisch."" 
D… https://t.co/1z7XjHT5to",FALSE,75,,2021-05-31T19:42:22Z,TRUE,,1399451205626216461,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",meyer_mattea,7,FALSE,FALSE,,
"RT @verkehrsclub: Grund Nr. 492 für das #CO2Gesetz: Sparsamere Autos! 
Im Vergleich zu einem durchschnittlichen Neuwagen im Jahr 2019 reduz…",FALSE,0,,2021-05-31T17:02:14Z,FALSE,,1399410906774355972,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yveschatton,7,TRUE,FALSE,,
"Die #TagederSonne machen ihrem Namen alle Ehre! Es braucht mehr Fotovoltaik auf Dächern und Fassaden, wenn wir die… https://t.co/2a8FOrE2aL",FALSE,1,,2021-05-31T15:27:16Z,TRUE,,1399387007109971978,,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",Solarlobby,1,FALSE,FALSE,,
"RT @verkehrsclub: Grund Nr. 492 für das #CO2Gesetz: Sparsamere Autos! 
Im Vergleich zu einem durchschnittlichen Neuwagen im Jahr 2019 reduz…",FALSE,0,,2021-05-31T13:44:44Z,FALSE,,1399361205089755137,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",marco_knubel,7,TRUE,FALSE,,
"RT @verkehrsclub: Grund Nr. 492 für das #CO2Gesetz: Sparsamere Autos! 
Im Vergleich zu einem durchschnittlichen Neuwagen im Jahr 2019 reduz…",FALSE,0,,2021-05-31T08:20:08Z,FALSE,,1399279516074270727,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",HeerFlorian,7,TRUE,FALSE,,
"RT @verkehrsclub: Grund Nr. 492 für das #CO2Gesetz: Sparsamere Autos! 
Im Vergleich zu einem durchschnittlichen Neuwagen im Jahr 2019 reduz…",FALSE,0,,2021-05-31T08:04:49Z,FALSE,,1399275660816928769,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AnnarosaBrito,7,TRUE,FALSE,,
"RT @verkehrsclub: Grund Nr. 492 für das #CO2Gesetz: Sparsamere Autos! 
Im Vergleich zu einem durchschnittlichen Neuwagen im Jahr 2019 reduz…",FALSE,0,,2021-05-31T08:03:22Z,FALSE,,1399275295258128384,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RaphaelSchaer,7,TRUE,FALSE,,
"RT @verkehrsclub: Grund Nr. 492 für das #CO2Gesetz: Sparsamere Autos! 
Im Vergleich zu einem durchschnittlichen Neuwagen im Jahr 2019 reduz…",FALSE,0,,2021-05-31T08:03:13Z,FALSE,,1399275257949741062,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JaCO2Gesetz,7,TRUE,FALSE,,
"RT @verkehrsclub: Grund Nr. 492 für das #CO2Gesetz: Sparsamere Autos! 
Im Vergleich zu einem durchschnittlichen Neuwagen im Jahr 2019 reduz…",FALSE,0,,2021-05-31T07:34:13Z,FALSE,,1399267961429450754,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",VCSbeiderBasel,7,TRUE,FALSE,,
"Grund Nr. 492 für das #CO2Gesetz: Sparsamere Autos! 
Im Vergleich zu einem durchschnittlichen Neuwagen im Jahr 2019… https://t.co/gHTaO7i2iC",FALSE,19,,2021-05-31T07:33:00Z,TRUE,,1399267652976185345,,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",verkehrsclub,7,FALSE,FALSE,,
"RT @alpeninitiative: Argument # 6 für ein Ja zum #CO2Gesetz: 
Die vom Temperaturanstieg besonders betroffenen Bergregionen erhalten mit dem…",FALSE,0,,2021-05-31T06:55:41Z,FALSE,,1399258262512492545,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",janick_klossner,1,TRUE,FALSE,,
"Argument # 6 für ein Ja zum #CO2Gesetz: 
Die vom Temperaturanstieg besonders betroffenen Bergregionen erhalten mit… https://t.co/iJpY6tvuay",FALSE,5,,2021-05-31T06:09:07Z,TRUE,,1399246543392227329,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",alpeninitiative,1,FALSE,FALSE,,
RT @alpeninitiative: «Wir haben eigentlich genug Probleme mit dem Wald in den Bergen und jetzt kommt seit Jahren auch noch der Klimawandel…,FALSE,0,,2021-05-30T21:22:42Z,FALSE,,1399114065549606916,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sms2sms,19,TRUE,FALSE,,
"ich bin mir nicht sicher, ob dem klima und dem #JaCO2Gesetz geholfen ist, wenn in jedem unserer posts dreimal grati… https://t.co/ksHaD9bium",FALSE,0,,2021-05-30T15:38:35Z,TRUE,,1399027467592032261,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sebastian_hefti,0,FALSE,FALSE,,
"RT @Co2GesetzNein: Anstatt der 🇩🇪 -FDP zu folgen, hat sich die @FDP_Liberalen komplett verirrt und folgt in einem gewissen Sinne den Grünen…",FALSE,0,,2021-06-03T22:27:00Z,FALSE,,1400579798037106691,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EberdorferRamon,10,TRUE,FALSE,,
"RT @PhilippZopp: Ich kann es nicht oft genug schreiben.
CO2: Nein
CO2: Nein
CO2: Nein
CO2: Nein
...
#CO2GesetzNein",FALSE,0,,2021-06-03T22:22:55Z,FALSE,,1400578771212701703,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SwissGallo,10,TRUE,FALSE,,
RT @thomas_aeschi: #NeinzumCO2Gesetz #CO2GesetzNein https://t.co/9qYeQ8pzXh,FALSE,0,,2021-06-03T22:17:46Z,FALSE,,1400577474996625414,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SwissGallo,23,TRUE,FALSE,,
"RT @Co2GesetzNein: Anstatt der 🇩🇪 -FDP zu folgen, hat sich die @FDP_Liberalen komplett verirrt und folgt in einem gewissen Sinne den Grünen…",FALSE,0,,2021-06-03T20:44:50Z,FALSE,,1400554089197547522,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hrsuit,10,TRUE,FALSE,,
"RT @Co2GesetzNein: Anstatt der 🇩🇪 -FDP zu folgen, hat sich die @FDP_Liberalen komplett verirrt und folgt in einem gewissen Sinne den Grünen…",FALSE,0,,2021-06-03T20:32:39Z,FALSE,,1400551022536310786,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NoldiSchweizer,10,TRUE,FALSE,,
RT @thomas_aeschi: #Co2GesetzNein #NeinzumCO2Gesetz https://t.co/cmmRrHraPE,FALSE,0,,2021-06-03T20:17:48Z,FALSE,,1400547287626027013,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",rosmarietoggwe1,5,TRUE,FALSE,,
"RT @SwissGlaciers: Rhonegletscher 2007 - 2018  (11 Jahre). 

So schnell schmelzen die Gletscher in den Schweizer Alpen.

Alle Fotos siehe:…",FALSE,0,,2021-06-03T20:07:35Z,FALSE,,1400544713149669380,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wetter_p,8,TRUE,FALSE,,
"RT @SwissGlaciers: Rhonegletscher 2007 - 2018  (11 Jahre). 

So schnell schmelzen die Gletscher in den Schweizer Alpen.

Alle Fotos siehe:…",FALSE,0,,2021-06-03T19:59:29Z,FALSE,,1400542675808526342,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",p_venczel,8,TRUE,FALSE,,
"RT @Co2GesetzNein: Anstatt der 🇩🇪 -FDP zu folgen, hat sich die @FDP_Liberalen komplett verirrt und folgt in einem gewissen Sinne den Grünen…",FALSE,0,,2021-06-03T19:59:18Z,FALSE,,1400542630870663168,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wahlforschung0,10,TRUE,FALSE,,
"RT @Co2GesetzNein: Anstatt der 🇩🇪 -FDP zu folgen, hat sich die @FDP_Liberalen komplett verirrt und folgt in einem gewissen Sinne den Grünen…",FALSE,0,,2021-06-03T19:58:03Z,FALSE,,1400542314838347782,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ELCastelar,10,TRUE,FALSE,,
"Die #Strommangellage #Blackout ist Real.
Erneuerbare und #CO2Gesetz fördern dies.
Wir brauchen dringend:
Motion… https://t.co/EFO9NCnCIY",FALSE,0,,2021-06-03T19:56:32Z,TRUE,,1400541931864739861,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",WernerBechtel,0,FALSE,FALSE,,
"RT @Co2GesetzNein: Anstatt der 🇩🇪 -FDP zu folgen, hat sich die @FDP_Liberalen komplett verirrt und folgt in einem gewissen Sinne den Grünen…",FALSE,0,,2021-06-03T19:48:01Z,FALSE,,1400539788751605762,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AlainS1991,10,TRUE,FALSE,,
"RT @Co2GesetzNein: Anstatt der 🇩🇪 -FDP zu folgen, hat sich die @FDP_Liberalen komplett verirrt und folgt in einem gewissen Sinne den Grünen…",FALSE,0,,2021-06-03T19:43:12Z,FALSE,,1400538580242534402,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Max_E_Chapman,10,TRUE,FALSE,,
"Anstatt der 🇩🇪 -FDP zu folgen, hat sich die @FDP_Liberalen komplett verirrt und folgt in einem gewissen Sinne den G… https://t.co/HqGcldr8y9",FALSE,28,,2021-06-03T19:41:21Z,TRUE,,1400538112502206467,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Co2GesetzNein,10,FALSE,FALSE,,
"RT @TobiasInfortuna: Widersprüche beim CO2-Gesetz:

Aus finanziellen Gründen werde weniger Auto gefahren.
Aber die Mehrkosten seien moderat…",FALSE,0,,2021-06-03T19:36:10Z,FALSE,,1400536808954466312,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hardmanpolitics,10,TRUE,FALSE,,
RT @Msteinlin: @LieLoBo Wie wahr.... ! #Gruene #CO2GesetzNein  #CovidGesetzNein  #PMTnein https://t.co/3hu2FnwSYl,FALSE,0,,2021-06-03T19:17:12Z,FALSE,,1400532034557259779,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RolfWanner3,3,TRUE,FALSE,,
