text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"@SVPch &amp; #NeinCO2Gesetz

wenn's mit der Freiwilligkeit klappen würde, warum muss ein Gericht diese anordnen?

Ja zu… https://t.co/11ZfqYdhIf",FALSE,0,SVPch,2021-05-27T15:34:53Z,TRUE,,1397939371282677763,168790724,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HerrFenner,0,FALSE,FALSE,,
RT @ohheymii: #neinco2gesetz #klimapolitik https://t.co/F4rljMTNKH,FALSE,0,,2021-05-27T10:26:41Z,FALSE,,1397861811546902530,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Makennay0ibu,26,TRUE,FALSE,,
"RT @ckberner: @FlorianSchwab Man kommt nicht umhin festzustellen, dass das CO2-Gesetz nichts anderes ist als ein grosses Selbstbedienungsbu…",FALSE,0,,2021-05-26T14:55:40Z,FALSE,,1397567114739920907,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",harfe50,4,TRUE,FALSE,,
"RT @ckberner: @FlorianSchwab Man kommt nicht umhin festzustellen, dass das CO2-Gesetz nichts anderes ist als ein grosses Selbstbedienungsbu…",FALSE,0,,2021-05-26T11:13:14Z,FALSE,,1397511138884079618,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",IsabelVillalon1,4,TRUE,FALSE,,
"@FlorianSchwab Man kommt nicht umhin festzustellen, dass das CO2-Gesetz nichts anderes ist als ein grosses Selbstbe… https://t.co/n6D6WQ8RAM",FALSE,9,FlorianSchwab,2021-05-26T09:47:31Z,TRUE,1397488133915267075,1397489565720621056,376818440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ckberner,4,FALSE,FALSE,,
RT @ohheymii: #neinco2gesetz #klimapolitik https://t.co/F4rljMTNKH,FALSE,0,,2021-05-23T12:38:59Z,FALSE,,1396445552951373831,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BlueBpp,26,TRUE,FALSE,,
"RT @alpeninitiative: Argument # 5 für ein Ja zum #CO2gesetz: 
Die Bergbevölkerung profitiert besonders von der Rückvergütung aus den Flugti…",FALSE,0,,2021-05-27T23:45:36Z,FALSE,,1398062864582201344,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RizziEsther,8,TRUE,FALSE,,
"RT @alpeninitiative: Argument # 5 für ein Ja zum #CO2gesetz: 
Die Bergbevölkerung profitiert besonders von der Rückvergütung aus den Flugti…",FALSE,0,,2021-05-27T21:06:55Z,FALSE,,1398022931544952834,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jonpult,8,TRUE,FALSE,,
"RT @alpeninitiative: «Das #CO2Gesetz hat zum Ziel, die Emissionen zu reduzieren und hat auch griffige Massnahmen, die sozialverträglich sin…",FALSE,0,,2021-05-27T21:05:08Z,FALSE,,1398022482314117124,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BlaiseFasel,14,TRUE,FALSE,,
"RT @alpeninitiative: Argument # 5 für ein Ja zum #CO2gesetz: 
Die Bergbevölkerung profitiert besonders von der Rückvergütung aus den Flugti…",FALSE,0,,2021-05-27T20:19:59Z,FALSE,,1398011120984657923,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WeisseTaube2020,8,TRUE,FALSE,,
"RT @alpeninitiative: Argument # 5 für ein Ja zum #CO2gesetz: 
Die Bergbevölkerung profitiert besonders von der Rückvergütung aus den Flugti…",FALSE,0,,2021-05-27T20:11:07Z,FALSE,,1398008887735996425,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wahlforschung0,8,TRUE,FALSE,,
"RT @CurauAepli: Was passiert da mit den Jungparteien von rechts und links? Ich bin irritiert und sprachlos, dass diese Vorlage durchfällt.…",FALSE,0,,2021-05-27T17:16:25Z,FALSE,,1397964922848432136,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EstherGisler,3,TRUE,FALSE,,
"RT @alpeninitiative: «Das #CO2Gesetz hat zum Ziel, die Emissionen zu reduzieren und hat auch griffige Massnahmen, die sozialverträglich sin…",FALSE,0,,2021-05-27T15:46:58Z,FALSE,,1397942414858407944,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wahlforschung0,14,TRUE,FALSE,,
"RT @CurauAepli: Was passiert da mit den Jungparteien von rechts und links? Ich bin irritiert und sprachlos, dass diese Vorlage durchfällt.…",FALSE,0,,2021-05-27T11:23:10Z,FALSE,,1397876027142119427,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AnninaFro,3,TRUE,FALSE,,
