text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @FStohlker: @FDP_Liberalen @JaCO2Gesetz @PetraGoessi @DanielEugster1 😂😂😂Eugster Haustechnik, ja warum wohl. Oh Gott ist das banale Werbu…",FALSE,0,,2021-06-10T20:04:53Z,FALSE,,1403080748492541962,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hokosan2,1,TRUE,FALSE,,
"SOS Erde: Last call, Herr und Frau Schweizer! +++++ #PMTnein #PCRscandal #StopHumanTrafficking #Freedom… https://t.co/Vrx0ljwFR1",FALSE,0,,2021-06-10T19:52:59Z,TRUE,,1403077754334203906,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sorezonid,0,FALSE,FALSE,,
"SOS Erde: Last call, Herr und Frau Schweizer! ++++ #PMT #CO2GesetzNein #Pestizidinitiative #Trinkwasserinitiative… https://t.co/Jr7Vj7d9Im",FALSE,0,,2021-06-10T19:51:05Z,TRUE,,1403077277026508806,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sorezonid,0,FALSE,FALSE,,
"#CO2Gesetz #CO2GesetzJa #CO2GesetzNein @JaCO2Gesetz 

Ladies and Gentlemen. 
Das in den Bildern ist der Reale und n… https://t.co/TL4rR8Bgb4",FALSE,0,,2021-06-10T18:55:53Z,TRUE,,1403063386053693444,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rodochri90,0,FALSE,FALSE,,
"@PetraGoessi @JaCO2Gesetz Ich hoffe, dass dieser pseudo grüne Dauerbeschuss am Sonntag nicht verfängt #CO2GesetzNein",FALSE,3,PetraGoessi,2021-06-10T18:46:11Z,FALSE,1403045296951681029,1403060945639837698,365423665,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",calcaneus38,0,FALSE,FALSE,,
RT @BaslerStefan: #CO2Gesetz #CO2GesetzNein https://t.co/ojJT2XzmzL,FALSE,0,,2021-06-10T18:36:52Z,FALSE,,1403058599035801608,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LisaWitzig55,2,TRUE,FALSE,,
"#CO2GesetzNein

⚠️⚠️⚠️⚠️⚠️⚠️

""Das vorgeschlagene CO2-Gesetz hingegen schafft weder ein effizientes System zur Bepr… https://t.co/C0wUmivdwn",FALSE,0,,2021-06-10T18:25:53Z,TRUE,,1403055834201051136,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",morvjn,0,FALSE,FALSE,,
"@matthiashalbeis #CO2GesetzNein

⚠️⚠️⚠️⚠️⚠️⚠️

""Das vorgeschlagene CO2-Gesetz hingegen schafft weder ein effiziente… https://t.co/gB4mLLNwba",FALSE,1,matthiashalbeis,2021-06-10T18:25:45Z,TRUE,1403055516184723460,1403055802148167689,303142145,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",morvjn,2,FALSE,FALSE,,
@matthiasdaum @DIEZEIT Nein zum missratenen CO2-Gesetz! #CO2GesetzNein https://t.co/Jzk5i03mdG,FALSE,0,matthiasdaum,2021-06-10T17:59:22Z,FALSE,1403003712470020115,1403049161805737985,17867257,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",General_Guisan,0,FALSE,FALSE,,
"RT @morvjn: @severinbrungger @MinorLili @idnu_ch @cwasi Unfassbar, dass ahnunglose Tagi-Journalisten immer noch völlig losgelöst von der Re…",FALSE,0,,2021-06-10T17:57:01Z,FALSE,,1403048570069135361,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",WernerBechtel,1,TRUE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T17:56:00Z,FALSE,,1403048316150112266,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BruceWendell7,19,TRUE,FALSE,,
RT @BaslerStefan: #CO2Gesetz #CO2GesetzNein https://t.co/ojJT2XzmzL,FALSE,0,,2021-06-10T17:53:52Z,FALSE,,1403047780818448385,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",WernerBechtel,2,TRUE,FALSE,,
RT @morvjn: #CO2Gesetz #CO2GesetzNein,FALSE,0,,2021-06-10T17:45:10Z,FALSE,,1403045587361075203,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BruceWendell7,1,TRUE,FALSE,,
#CO2Gesetz #CO2GesetzNein https://t.co/OUvAfbKxmr,FALSE,3,,2021-06-10T17:41:12Z,FALSE,,1403044591771828231,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",morvjn,1,FALSE,FALSE,,
RT @Co2GesetzNein: Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,0,,2021-06-10T16:12:07Z,FALSE,,1403022172885598210,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",CKernkraft,14,TRUE,FALSE,,
"Danke, Kurt Fluri (FDP Solothurn)
Die Ablehnung des CO2-Gesetzes ermöglicht eine neue, weniger dirigistische Vorlag… https://t.co/7Pu6fUqI3t",FALSE,6,,2021-06-10T16:10:31Z,TRUE,,1403021770744082432,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MarcBuergi,0,FALSE,FALSE,,
RT @FStohlker: @svpzh @ChrMoergeli Peter Metzinger (FDP) und Martin Bäumle (GLP) wollen gross Kasse machen und haben 2020 folgende Firma ge…,FALSE,0,,2021-06-10T16:10:30Z,FALSE,,1403021765668917250,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",markusgisel,5,TRUE,FALSE,,
RT @mega_von: Dass ein Haustechniker ja sagt ist ja klar. Dieses Unsägliche Gesetz bringt dem viele Aufträge. Akquisitionen auf Kosten des…,FALSE,0,,2021-06-10T16:08:38Z,FALSE,,1403021297651793927,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LisaWitzig55,1,TRUE,FALSE,,
Dass ein Haustechniker ja sagt ist ja klar. Dieses Unsägliche Gesetz bringt dem viele Aufträge. Akquisitionen auf K… https://t.co/suXzo14YRS,FALSE,9,,2021-06-10T15:54:47Z,TRUE,,1403017808762523648,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mega_von,1,FALSE,FALSE,,
Stimmen auch Sie wie Nationalrätin Verena Herzog Nein zum teuren und nutzlosen CO2-Gesetz! #co2gesetznein https://t.co/UCQmTf99Rz,FALSE,3,,2021-06-10T15:45:10Z,FALSE,,1403015390763094017,,"<a href=""https://app.agorapulse.com"" rel=""nofollow"">Agorapulse app</a>",svptg,0,FALSE,FALSE,,
"RT @morvjn: @JaCO2Gesetz @Mitte_Centre @gerhardpfister @cvpsz Seltsam.

Öl trinkt man nicht. Und mit den #CO2Gesetz hat das alles nix zu tu…",FALSE,0,,2021-06-10T15:29:02Z,FALSE,,1403011332144783361,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LisaWitzig55,1,TRUE,FALSE,,
"@FDP_Liberalen @JaCO2Gesetz @PetraGoessi @DanielEugster1 😂😂😂Eugster Haustechnik, ja warum wohl. Oh Gott ist das ban… https://t.co/XKjnQOvh6T",FALSE,10,FDP_Liberalen,2021-06-10T15:26:06Z,TRUE,1402928273676398593,1403010593926299649,39250641,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FStohlker,1,FALSE,FALSE,,
@Lahor_Jakrlin #CO2GesetzNein,FALSE,1,Lahor_Jakrlin,2021-06-10T15:19:08Z,FALSE,1402977116623409160,1403008839591530497,809005381,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Beatriceroduner,0,FALSE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T15:07:37Z,FALSE,,1403005942556463109,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LisaWitzig55,19,TRUE,FALSE,,
@Elisabeth_S_S @Mitte_Centre @JaCO2Gesetz Lieber weniger Alkohol und nüchtern abstimmen. #CO2GesetzNein #CO2Gesetz #Abst21 #CHvote,FALSE,0,Elisabeth_S_S,2021-06-10T15:06:50Z,FALSE,1402937001784008706,1403005741691142152,263582303,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FStohlker,0,FALSE,FALSE,,
"RT @cwasi: Ähm Nein: @Avenir_Suisse zerpflückt das #CO2Gesetz  inhaltlich: 
❌""staatliche Industriepolitik unter einem protektionistischen D…",FALSE,0,,2021-06-10T14:47:30Z,FALSE,,1403000876348760077,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JacobusPasser,5,TRUE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T14:46:19Z,FALSE,,1403000580847538181,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JacobusPasser,19,TRUE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T14:45:19Z,FALSE,,1403000327809290241,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EberdorferRamon,19,TRUE,FALSE,,
RT @Co2GesetzNein: Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,0,,2021-06-10T14:44:57Z,FALSE,,1403000235098476546,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aacs89,14,TRUE,FALSE,,
RT @Co2GesetzNein: Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,0,,2021-06-10T14:32:33Z,FALSE,,1402997113798098950,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RepublikSchwyz,14,TRUE,FALSE,,
RT @Co2GesetzNein: Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,0,,2021-06-10T14:32:18Z,FALSE,,1402997052154335260,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LibertasVivendi,14,TRUE,FALSE,,
RT @Co2GesetzNein: Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,0,,2021-06-10T14:32:03Z,FALSE,,1402996988291866635,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EberdorferRamon,14,TRUE,FALSE,,
RT @Co2GesetzNein: Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,0,,2021-06-10T14:29:36Z,FALSE,,1402996375260844040,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FStohlker,14,TRUE,FALSE,,
RT @Co2GesetzNein: Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,0,,2021-06-10T14:24:30Z,FALSE,,1402995089379495957,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tim_voser,14,TRUE,FALSE,,
#CO2Gesetz #CO2GesetzNein https://t.co/ojJT2XzmzL,FALSE,2,,2021-06-10T14:23:04Z,FALSE,,1402994731181756419,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BaslerStefan,2,FALSE,FALSE,,
"RT @martina_novak_: «Ein Kernstück der hiesigen Klimapolitik steht am Sonntag auf der Kippe: das Modell der Zielvereinbarungen, mit dem 🇨🇭…",FALSE,0,,2021-06-10T14:08:41Z,FALSE,,1402991111279239174,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CO2GesetzJa,8,TRUE,FALSE,,
@campaigning @Knutti_ETH Fragen Sie Hrn. NR Bäumle wieso ich #CO2GesetzNein stimmen muss oder direkt bei Airborn Fu… https://t.co/FG0XSF1LOf,FALSE,0,campaigning,2021-06-10T14:03:10Z,TRUE,1402986189775269891,1402989721853206532,19915082,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MarkusBoeni,0,FALSE,FALSE,,
"Sandro Frei, Vizepräsident der @JFZH, sagt ebenfalls #CO2GesetzNein: https://t.co/TN9sJw7Hcv",FALSE,0,undTandem,2021-06-10T13:57:43Z,FALSE,1402988135563235334,1402988347832733698,913079395,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",undTandem,0,FALSE,FALSE,,
RT @Co2GesetzNein: Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,0,,2021-06-10T13:57:06Z,FALSE,,1402988196380647424,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",energieclubsch1,14,TRUE,FALSE,,
RT @Co2GesetzNein: Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,0,,2021-06-10T13:56:06Z,FALSE,,1402987943698993158,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",morvjn,14,TRUE,FALSE,,
"Albert Rösti, Nationalrat @SVPch sagt #CO2GesetzNein: https://t.co/EyHRtSs267",FALSE,1,undTandem,2021-06-10T13:55:10Z,FALSE,1402987443163320323,1402987707672915971,913079395,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",undTandem,0,FALSE,FALSE,,
Den Subventionsjägern und der Politmafia Einhalt gebieten: #CO2GesetzNein https://t.co/JVRYygC6Rd https://t.co/23bT7d7SpU,FALSE,39,,2021-06-10T13:49:32Z,FALSE,,1402986289696100356,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Co2GesetzNein,14,FALSE,FALSE,,
"JA zum Klimaschutz
NEIN zum missratenen und planlosen Umverteilungsgesetz! Weil: Dekarbonisierung heisst Elektrifiz… https://t.co/uqodJr4Ovd",FALSE,0,,2021-06-10T13:29:48Z,TRUE,,1402981326316347395,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",twswo,0,FALSE,FALSE,,
"Wenn Bierleichen zu Philosophen werden ... 

Wer nüchtern ist, stimmt #CO2GesetzNein https://t.co/OuWVKtTfBv",FALSE,9,,2021-06-10T13:13:05Z,FALSE,,1402977116623409160,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lahor_Jakrlin,0,FALSE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T13:09:33Z,FALSE,,1402976227053473795,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hrsuit,19,TRUE,FALSE,,
RT @BruceWendell7: @FranzStirnimann @JaCO2Gesetz @RuediNoser @ElternK Die AHV wird bis 2030 &gt;7 Mrd Defizit haben. Frauen sollen bald mit 65…,FALSE,0,,2021-06-10T13:02:43Z,FALSE,,1402974509624332289,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BruceWendell7,0,TRUE,FALSE,,
RT @FStohlker: @svpzh @ChrMoergeli Peter Metzinger (FDP) und Martin Bäumle (GLP) wollen gross Kasse machen und haben 2020 folgende Firma ge…,FALSE,0,,2021-06-10T13:02:20Z,FALSE,,1402974411557412866,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",morvjn,5,TRUE,FALSE,,
RT @FStohlker: @svpzh @ChrMoergeli Peter Metzinger (FDP) und Martin Bäumle (GLP) wollen gross Kasse machen und haben 2020 folgende Firma ge…,FALSE,0,,2021-06-10T12:59:08Z,FALSE,,1402973607404441604,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",benizeliska,5,TRUE,FALSE,,
RT @FStohlker: @svpzh @ChrMoergeli Peter Metzinger (FDP) und Martin Bäumle (GLP) wollen gross Kasse machen und haben 2020 folgende Firma ge…,FALSE,0,,2021-06-10T12:55:35Z,FALSE,,1402972713812115467,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChrMoergeli,5,TRUE,FALSE,,
RT @BruceWendell7: @EldabiduXyz @StrubEdgar @sanroer1 @marcelw @svscherrer @ThStoiker @MartinCJanssen @rolandzumbuehl @TomWhatsoever Richti…,FALSE,0,,2021-06-10T12:28:23Z,FALSE,,1402965868003344392,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MartinCJanssen,1,TRUE,FALSE,,
"@FluriKurt @Co2GesetzNein Ich würde einem Co2Gesetz sogar zustimmen, wenn es auch Käufe bei Amazone, Wish, Bitcoin… https://t.co/scuopn1Gq1",FALSE,1,FluriKurt,2021-06-10T12:16:35Z,TRUE,1402949437241053186,1402962898738110466,1090960191963742208,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TinuBarn,0,FALSE,FALSE,,
"@JaCO2Gesetz @Mitte_Centre @gerhardpfister @cvpsz Seltsam.

Öl trinkt man nicht. Und mit den #CO2Gesetz hat das all… https://t.co/JGOWowHOGB",FALSE,2,JaCO2Gesetz,2021-06-10T12:08:19Z,TRUE,1402936879453028352,1402960817050501122,726806560496865280,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",morvjn,1,FALSE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T11:58:34Z,FALSE,,1402958362879397895,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HutteTomdie,19,TRUE,FALSE,,
@svpzh @ChrMoergeli Peter Metzinger (FDP) und Martin Bäumle (GLP) wollen gross Kasse machen und haben 2020 folgende… https://t.co/NIrzOsLbOA,FALSE,13,svpzh,2021-06-10T11:56:11Z,TRUE,1402837972748312579,1402957764847181825,994831932,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FStohlker,5,FALSE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T11:41:53Z,FALSE,,1402954168235614211,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MJ2008_CH,19,TRUE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T11:40:02Z,FALSE,,1402953700755349504,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Jeremie27339239,19,TRUE,FALSE,,
"@campaigning @bafe Klar, Sie und Martin Bäumle haben 2020 Airbornfuels gegründet und wollen finanziell gross profit… https://t.co/QsvVGovPKu",FALSE,0,campaigning,2021-06-10T11:30:11Z,TRUE,1402644361737818118,1402951221854494724,19915082,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FStohlker,0,FALSE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T11:30:08Z,FALSE,,1402951208034353160,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pascal91973842,19,TRUE,FALSE,,
"Wer jetzt aus ""Spargründen"" das CO2-Gesetz ablehnen will, macht mittel- und langfristig die falsche Rechnung:… https://t.co/1wTrb0i9nL",FALSE,0,,2021-06-10T11:25:36Z,TRUE,,1402950067707916288,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",scuro75,0,FALSE,FALSE,,
"RT @cwasi: Volltreffer von Marcel Dobler zum missratenen #CO2Gesetz. Ein NEIN verhindert das!
„Höchste Flugticketabgabe Zentraleuropas, höc…",FALSE,0,,2021-06-10T11:12:57Z,FALSE,,1402946882830274560,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",widmerwanzwil,19,TRUE,FALSE,,
